ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously
Puert21534,1.0,1.0,12.9,Carolina,Puerto Rico,987.0,632.0,345000.0,0.0
Puert21535,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,2061.0,160000.0,0.0
Puert21536,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1320.0,120000.0,0.0
Puert21537,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,2168.0,165000.0,0.0
Puert21538,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1350.0,160000.0,0.0
Puert21539,3.0,1.0,-1.1,Carolina,Puerto Rico,987.0,934.0,100000.0,0.0
Puert21540,3.0,2.0,0.07,Carolina,Puerto Rico,987.0,1255.0,180000.0,0.0
Puert21541,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1200.0,138000.0,0.0
Puert21542,1.0,1.0,14.0,Carolina,Puerto Rico,987.0,1091.0,1725000.0,0.0
Puert21543,1.0,1.0,9.52,Carolina,Puerto Rico,987.0,1091.0,90000.0,0.0
Puert21544,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1248.0,135000.0,0.0
Puert21545,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1218.0,160000.0,0.0
Puert21546,1.0,1.0,0.87,Carolina,Puerto Rico,987.0,1091.0,700000.0,0.0
Puert21547,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,1200.0,699000.0,0.0
Puert21548,4.0,3.0,10.76,Dorado,Puerto Rico,646.0,2539.0,60660.0,0.0
Puert21549,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,1895.0,200000.0,0.0
Puert21550,4.0,2.0,0.36,Vega Baja,Puerto Rico,693.0,1645.0,62000.0,0.0
Puert21551,3.0,1.0,-1.1,Vega Baja,Puerto Rico,693.0,748.0,82000.0,0.0
Puert21552,3.0,2.0,10.2,San Juan,Puerto Rico,956.0,1163.0,196000.0,0.0
Puert21553,4.0,2.0,0.09,Carolina,Puerto Rico,983.0,1072.0,119000.0,0.0
Puert21554,2.0,2.0,17.2,San Juan,Puerto Rico,907.0,819.0,58000.0,0.0
Puert21555,1.0,1.0,12.14,San Juan,Puerto Rico,926.0,1091.0,500000.0,0.0
Puert21556,1.0,1.0,0.99,Bayamon,Puerto Rico,957.0,1091.0,90000.0,0.0
Puert21557,4.0,3.0,10.76,Dorado,Puerto Rico,646.0,2539.0,60660.0,0.0
Puert21558,4.0,3.0,1.0,Toa Alta,Puerto Rico,953.0,2396.0,163600.0,0.0
Puert21559,3.0,3.0,0.07,Bayamón,Puerto Rico,959.0,1115.0,65000.0,0.0
Puert21560,3.0,1.0,0.07,Trujillo Alto,Puerto Rico,976.0,800.0,90800.0,0.0
Puert21561,7.0,3.0,0.09,Dorado,Puerto Rico,949.0,1192.0,110000.0,1.0
Puert21562,3.0,2.0,0.21,Toa Alta,Puerto Rico,953.0,1000.0,73000.0,0.0
Puert21563,3.0,2.0,0.0,Gurabo,Puerto Rico,778.0,1409.0,110000.0,0.0
Puert21564,3.0,2.0,0.08,Bayamon,Puerto Rico,956.0,1050.0,85000.0,0.0
