ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously,latitude,longitude
Vermo212,2.0,3.0,0.25,Brattleboro,Vermont,5301.0,1584.0,250000.0,1,42.84346,-72.65901
Vermo213,5.0,3.0,0.38,Brattleboro,Vermont,5301.0,3757.0,250000.0,0,42.84346,-72.65901
Vermo214,3.0,4.0,28.4,Dummerston,Vermont,5346.0,2700.0,700000.0,0,43.02337,-72.53043
Vermo215,4.0,3.0,0.16,Brattleboro,Vermont,5301.0,3360.0,285000.0,0,42.84346,-72.65901
Vermo216,5.0,2.0,0.17,Brattleboro,Vermont,5301.0,2584.0,350000.0,0,42.84346,-72.65901
Vermo217,3.0,3.0,0.4,Brattleboro,Vermont,5301.0,3400.0,325000.0,1,42.84346,-72.65901
Vermo218,2.0,1.0,29.57,Guilford,Vermont,5301.0,1094.0,325000.0,0,42.84346,-72.65901
Vermo219,1.0,1.0,0.3,Brattleboro,Vermont,5301.0,995.0,229000.0,1,42.84346,-72.65901
Vermo220,3.0,4.0,0.4,Brattleboro,Vermont,5301.0,2281.0,299000.0,1,42.84346,-72.65901
Vermo221,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,419000.0,0,42.76211,-72.52553
Vermo222,3.0,2.0,0.51,Brattleboro,Vermont,5301.0,1700.0,269900.0,1,42.84346,-72.65901
Vermo223,2.0,1.0,1.2,Westminster,Vermont,5158.0,980.0,99000.0,0,43.10299,-72.47296
Vermo224,7.0,4.0,0.15,Brattleboro,Vermont,5301.0,3612.0,399000.0,0,42.84346,-72.65901
Vermo225,4.0,2.0,0.72,Brattleboro,Vermont,5301.0,2160.0,189900.0,0,42.84346,-72.65901
Vermo226,4.0,3.0,2.55,Putney,Vermont,5346.0,2712.0,825000.0,1,43.02337,-72.53043
Vermo227,2.0,1.0,0.18,Brattleboro,Vermont,5301.0,944.0,250000.0,0,42.84346,-72.65901
Vermo228,12.0,6.0,0.23,Brattleboro,Vermont,5301.0,5592.0,575000.0,0,42.84346,-72.65901
Vermo229,3.0,1.0,3.4,Guilford,Vermont,5301.0,1335.0,200000.0,0,42.84346,-72.65901
Vermo230,3.0,3.0,0.15,Brattleboro,Vermont,5301.0,2100.0,225000.0,0,42.84346,-72.65901
Vermo231,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,515000.0,1,42.76211,-72.52553
Vermo232,2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,249000.0,1,42.84346,-72.65901
Vermo233,3.0,2.0,0.09,Brattleboro,Vermont,5301.0,1927.0,229900.0,0,42.84346,-72.65901
Vermo234,4.0,3.0,0.16,Brattleboro,Vermont,5301.0,3360.0,285000.0,0,42.84346,-72.65901
Vermo235,5.0,2.0,0.17,Brattleboro,Vermont,5301.0,2584.0,350000.0,0,42.84346,-72.65901
Vermo236,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,419000.0,0,42.76211,-72.52553
Vermo237,1.0,1.0,0.3,Brattleboro,Vermont,5301.0,995.0,229000.0,1,42.84346,-72.65901
Vermo238,7.0,4.0,0.15,Brattleboro,Vermont,5301.0,3612.0,399000.0,0,42.84346,-72.65901
Vermo239,2.0,1.0,0.18,Brattleboro,Vermont,5301.0,944.0,250000.0,0,42.84346,-72.65901
Vermo240,3.0,1.0,3.4,Guilford,Vermont,5301.0,1335.0,200000.0,0,42.84346,-72.65901
Vermo241,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,515000.0,1,42.76211,-72.52553
Vermo242,2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,249000.0,1,42.84346,-72.65901
Vermo243,3.0,3.0,134.4,Halifax,Vermont,5358.0,2600.0,1450000.0,1,42.77396,-72.73164
